,Location,Total Cases,Total Deaths,Total Recovered
12618,Jawa Tengah,162804,7126,115992
12619,Jawa Timur,135142,9379,120094
12620,Kalimantan Barat,5327,33,4600
12621,Kalimantan Selatan,24700,774,21719
12622,Kalimantan Tengah,15398,370,13106
12623,Kalimantan Timur,60305,1423,53737
12624,Kalimantan Utara,10515,161,8848
12625,Kepulauan Bangka Belitung,8199,127,7400
12626,Kepulauan Riau,8879,223,8508
12627,Lampung,13347,701,11963
12628,Maluku,7196,110,6602
12629,Maluku Utara,4220,118,3531
12630,Nusa Tenggara Barat,9041,342,7277
12631,Nusa Tenggara Timur,10989,297,8558
12632,Papua,18597,241,10239
12633,Papua Barat,7911,128,7234
12634,Riau,32910,804,30943
12635,Sulawesi Barat,5334,110,4659
12636,Sulawesi Selatan,58485,891,54809
12637,Sulawesi Tengah,10667,271,9071
12638,Sulawesi Tenggara,10154,203,9472
12639,Sulawesi Utara,15216,498,12229
12640,Sumatera Barat,30280,668,28628
12641,Sumatera Selatan,16698,785,14537
12642,Sumatera Utara,26146,883,22766
12643,Aceh,9702,388,7983
12644,Bali,37152,1035,34291
12645,Banten,33537,933,33044
12646,Bengkulu,5204,150,4806
12647,DKI Jakarta,363694,6118,351702
12648,Daerah Istimewa Yogyakarta,30697,739,25121
12649,Gorontalo,4985,141,4542
12651,Jambi,5800,79,4576
12652,Jawa Barat,237412,3049,204538
12653,Jawa Tengah,163402,7169,116724
12654,Jawa Timur,135463,9465,121101
12655,Kalimantan Barat,5406,33,4631
12656,Kalimantan Selatan,24858,779,21849
12657,Kalimantan Tengah,15551,371,13166
12658,Kalimantan Timur,60546,1425,54074
12659,Kalimantan Utara,10584,162,8901
12660,Kepulauan Bangka Belitung,8249,127,7432
12661,Kepulauan Riau,8916,224,8512
12662,Lampung,13388,703,12028
12663,Maluku,7200,110,6622
12664,Maluku Utara,4229,118,3535
12665,Nusa Tenggara Barat,9075,342,7278
12666,Nusa Tenggara Timur,11209,304,8663
12667,Papua,18662,241,10241
12668,Papua Barat,7954,129,7256
12669,Riau,32992,805,31064
12670,Sulawesi Barat,5337,110,4682
12671,Sulawesi Selatan,58624,893,55004
12672,Sulawesi Tengah,10692,272,9096
12673,Sulawesi Tenggara,10166,203,9529
12674,Sulawesi Utara,15225,499,12241
12675,Sumatera Barat,30415,672,28694
12676,Sumatera Selatan,16743,792,14594
12677,Sumatera Utara,26234,888,22858
12678,Aceh,9712,388,7986
12679,Bali,37458,1043,34517
12680,Banten,33830,937,33124
12681,Bengkulu,5212,151,4827
12682,DKI Jakarta,365413,6138,352870
12683,Daerah Istimewa Yogyakarta,30954,745,25246
12684,Gorontalo,5019,141,4697
12686,Jambi,5835,81,4661
12687,Jawa Barat,238819,3057,205940
12688,Jawa Tengah,164061,7236,117672
12689,Jawa Timur,135802,9503,121922
12690,Kalimantan Barat,5457,33,4677
12691,Kalimantan Selatan,24976,783,21983
12692,Kalimantan Tengah,15627,374,13284
12693,Kalimantan Timur,60875,1436,54458
12694,Kalimantan Utara,10613,163,8930
12695,Kepulauan Bangka Belitung,8308,131,7495
12696,Kepulauan Riau,8924,225,8530
12697,Lampung,13425,711,12089
12698,Maluku,7214,110,6622
12699,Maluku Utara,4238,118,3543
12700,Nusa Tenggara Barat,9142,342,7306
12701,Nusa Tenggara Timur,11376,304,8873
12702,Papua,18788,241,10271
12703,Papua Barat,7991,130,7296
12704,Riau,33100,806,31120
12705,Sulawesi Barat,5338,110,4699
12706,Sulawesi Selatan,58770,898,55229
12707,Sulawesi Tengah,10716,273,9148
12708,Sulawesi Tenggara,10171,203,9529
12709,Sulawesi Utara,15235,499,12276
12710,Sumatera Barat,30520,672,28785
12711,Sumatera Selatan,16782,794,14631
12712,Sumatera Utara,26321,889,22943
12713,Aceh,9728,388,7986
12714,Bali,37665,1050,34845
12715,Banten,34155,942,33204
12716,Bengkulu,5232,152,4847
12717,DKI Jakarta,367001,6162,354044
12718,Daerah Istimewa Yogyakarta,31115,748,25446
12719,Gorontalo,5022,141,4709
12721,Jambi,5867,83,4749
12722,Jawa Barat,240267,3070,207113
12723,Jawa Tengah,164672,7284,118514
12724,Jawa Timur,136107,9548,122282
12725,Kalimantan Barat,5487,33,4735
12726,Kalimantan Selatan,25173,787,22140
12727,Kalimantan Tengah,15740,375,13348
12728,Kalimantan Timur,61145,1442,54737
12729,Kalimantan Utara,10658,164,8971
12730,Kepulauan Bangka Belitung,8366,132,7540
12731,Kepulauan Riau,8943,225,8534
12732,Lampung,13465,713,12148
12733,Maluku,7218,110,6690
12734,Maluku Utara,4257,119,3544
12735,Nusa Tenggara Barat,9170,342,7322
12736,Nusa Tenggara Timur,11472,304,8873
12737,Papua,18898,242,10290
12738,Papua Barat,8016,130,7325
12739,Riau,33232,813,31331
12740,Sulawesi Barat,5352,110,4730
12741,Sulawesi Selatan,58912,899,55431
12742,Sulawesi Tengah,10771,274,9206
12743,Sulawesi Tenggara,10177,203,9530
12744,Sulawesi Utara,15249,499,12282
12745,Sumatera Barat,30629,674,28865
12746,Sumatera Selatan,16822,795,14667
12747,Sumatera Utara,26406,891,23041
12748,Aceh,9743,388,8009
12749,Bali,37795,1057,35124
12750,Banten,34388,944,33268
12751,Bengkulu,5242,153,4857
12752,DKI Jakarta,368936,6184,355228
12753,Daerah Istimewa Yogyakarta,31357,753,25546
12754,Gorontalo,5039,141,4714
12756,Jambi,5892,89,4825
12757,Jawa Barat,241201,3078,208945
12758,Jawa Tengah,164893,7293,118816
12759,Jawa Timur,136395,9621,122614
12760,Kalimantan Barat,5527,34,4799
12761,Kalimantan Selatan,25388,791,22328
12762,Kalimantan Tengah,15828,376,13389
12763,Kalimantan Timur,61369,1449,55076
12764,Kalimantan Utara,10703,164,8997
12765,Kepulauan Bangka Belitung,8531,133,7641
12766,Kepulauan Riau,8955,225,8537
12767,Lampung,13519,719,12178
12768,Maluku,7228,110,6701
12769,Maluku Utara,4267,119,3550
12770,Nusa Tenggara Barat,9211,344,7324
12771,Nusa Tenggara Timur,11632,305,8907
12772,Papua,18938,243,10290
12773,Papua Barat,8058,131,7366
12774,Riau,33451,816,31445
12775,Sulawesi Barat,5352,110,4811
12776,Sulawesi Selatan,58972,901,55674
12777,Sulawesi Tengah,10813,276,9292
12778,Sulawesi Tenggara,10203,203,9530
12779,Sulawesi Utara,15261,499,12290
12780,Sumatera Barat,30706,675,29037
12781,Sumatera Selatan,16874,796,14699
12782,Sumatera Utara,26492,894,23124
12783,Aceh,9743,388,8009
12784,Bali,37981,1059,35248
12785,Banten,34599,944,33315
12786,Bengkulu,5255,153,4872
12787,DKI Jakarta,370574,6207,357112
12788,Daerah Istimewa Yogyakarta,31452,757,25606
12789,Gorontalo,5041,142,4716
12791,Jambi,5914,89,4841
12792,Jawa Barat,241775,3079,210328
12793,Jawa Tengah,164995,7297,118918
12794,Jawa Timur,136686,9643,123165
12795,Kalimantan Barat,5566,34,4852
12796,Kalimantan Selatan,25616,791,22444
12797,Kalimantan Tengah,16029,376,13397
12798,Kalimantan Timur,61587,1457,55450
12799,Kalimantan Utara,10724,164,9011
12800,Kepulauan Bangka Belitung,8626,136,7733
12801,Kepulauan Riau,8960,225,8552
12802,Lampung,13577,726,12208
12803,Maluku,7232,110,6707
12804,Maluku Utara,4267,119,3556
12805,Nusa Tenggara Barat,9244,344,7332
12806,Nusa Tenggara Timur,11669,309,8997
12807,Papua,18943,245,10325
12808,Papua Barat,8095,131,7404
12809,Riau,33500,816,31557
12810,Sulawesi Barat,5355,110,4862
12811,Sulawesi Selatan,59021,901,55977
12812,Sulawesi Tengah,10834,279,9380
12813,Sulawesi Tenggara,10220,204,9530
12814,Sulawesi Utara,15265,499,12296
12815,Sumatera Barat,30793,677,29097
12816,Sumatera Selatan,16928,798,14748
12817,Sumatera Utara,26545,897,23184
12818,Aceh,9763,388,8012
12819,Bali,38155,1066,35473
12820,Banten,35039,944,33361
12821,Bengkulu,5258,153,4887
12822,DKI Jakarta,372048,6215,358827
12823,Daerah Istimewa Yogyakarta,31595,761,25780
12824,Gorontalo,5043,142,4732
12826,Jambi,5928,89,4872
12827,Jawa Barat,243157,3104,211656
12828,Jawa Tengah,165735,7318,120631
12829,Jawa Timur,136956,9671,123488
12830,Kalimantan Barat,5566,34,4852
12831,Kalimantan Selatan,25823,795,22535
12832,Kalimantan Tengah,16116,383,13504
12833,Kalimantan Timur,61658,1464,55859
12834,Kalimantan Utara,10830,164,9019
12835,Kepulauan Bangka Belitung,8710,139,7811
12836,Kepulauan Riau,8993,226,8577
12837,Lampung,13613,732,12249
12838,Maluku,7236,110,6714
12839,Maluku Utara,4274,119,3581
12840,Nusa Tenggara Barat,9308,345,7382
12841,Nusa Tenggara Timur,11745,310,9053
12842,Papua,18963,246,10325
12843,Papua Barat,8110,131,7445
12844,Riau,33574,820,31633
12845,Sulawesi Barat,5357,110,4933
12846,Sulawesi Selatan,59074,902,56173
12847,Sulawesi Tengah,10918,281,9518
12848,Sulawesi Tenggara,10220,204,9533
12849,Sulawesi Utara,15281,499,12357
12850,Sumatera Barat,30834,677,29156
12851,Sumatera Selatan,16973,800,15008
12852,Sumatera Utara,26630,899,23265
12853,Aceh,9778,389,8019
12854,Bali,38337,1076,35589
12855,Banten,35337,946,33437
12856,Bengkulu,5293,153,4902
12857,DKI Jakarta,372864,6226,360518
12858,Daerah Istimewa Yogyakarta,31800,764,26000
12859,Gorontalo,5077,142,4759
12861,Jambi,5947,89,4899
12862,Jawa Barat,244119,3115,213253
12863,Jawa Tengah,166469,7341,121726
12864,Jawa Timur,137195,9699,123859
12865,Kalimantan Barat,5605,34,4905
12866,Kalimantan Selatan,25963,799,22652
12867,Kalimantan Tengah,16264,383,13536
12868,Kalimantan Timur,61892,1466,56191
12869,Kalimantan Utara,10871,166,9090
12870,Kepulauan Bangka Belitung,8754,140,7897
12871,Kepulauan Riau,9008,226,8583
12872,Lampung,13650,734,12310
12873,Maluku,7257,110,6728
12874,Maluku Utara,4277,119,3583
12875,Nusa Tenggara Barat,9323,345,7384
12876,Nusa Tenggara Timur,11914,320,9126
12877,Papua,19022,246,10346
12878,Papua Barat,8134,131,7469
12879,Riau,33741,823,31704
12880,Sulawesi Barat,5357,110,4975
12881,Sulawesi Selatan,59139,904,56303
12882,Sulawesi Tengah,10988,285,9592
12883,Sulawesi Tenggara,10222,204,9551
12884,Sulawesi Utara,15281,499,12360
12885,Sumatera Barat,30924,679,29197
12886,Sumatera Selatan,17000,802,15096
12887,Sumatera Utara,26727,899,23336
12888,Aceh,9791,390,8019
12889,Bali,38526,1086,35747
12890,Banten,35596,947,33602
12891,Bengkulu,5317,153,4917
12892,DKI Jakarta,373754,6237,362504
12893,Daerah Istimewa Yogyakarta,32054,768,26150
12894,Gorontalo,5077,144,4761
12896,Jambi,5971,89,4909
12897,Jawa Barat,245187,3118,215887
12898,Jawa Tengah,166872,7368,122882
12899,Jawa Timur,137484,9722,124425
12900,Kalimantan Barat,5647,34,4974
12901,Kalimantan Selatan,26153,804,23015
12902,Kalimantan Tengah,16425,383,13606
12903,Kalimantan Timur,62167,1472,56569
12904,Kalimantan Utara,10887,166,9143
12905,Kepulauan Bangka Belitung,8822,140,7938
12906,Kepulauan Riau,9039,227,8584
12907,Lampung,13701,737,12344
12908,Maluku,7283,110,6728
12909,Maluku Utara,4284,119,3594
12910,Nusa Tenggara Barat,9361,345,7389
12911,Nusa Tenggara Timur,12012,323,9278
12912,Papua,19088,246,10358
12913,Papua Barat,8149,132,7499
12914,Riau,33866,828,31845
12915,Sulawesi Barat,5358,112,4980
12916,Sulawesi Selatan,59216,904,56463
12917,Sulawesi Tengah,11021,291,9808
12918,Sulawesi Tenggara,10225,204,9551
12919,Sulawesi Utara,15281,499,12373
12920,Sumatera Barat,31013,679,29302
12921,Sumatera Selatan,17051,805,15155
12922,Sumatera Utara,26818,900,23410
12923,Aceh,9797,393,8021
12924,Bali,38727,1091,35887
12925,Banten,35687,947,33649
12926,Bengkulu,5324,153,4931
12927,DKI Jakarta,375481,6249,362994
12928,Daerah Istimewa Yogyakarta,32312,769,26343
12929,Gorontalo,5084,144,4769
12931,Jambi,6019,89,4911
12932,Jawa Barat,246374,3126,217215
12933,Jawa Tengah,167310,7386,123450
12934,Jawa Timur,137832,9743,124770
12935,Kalimantan Barat,5679,34,5017
12936,Kalimantan Selatan,26389,807,23125
12937,Kalimantan Tengah,16532,383,13625
12938,Kalimantan Timur,62486,1481,56996
12939,Kalimantan Utara,10924,167,9153
12940,Kepulauan Bangka Belitung,8923,142,8021
12941,Kepulauan Riau,9081,227,8605
12942,Lampung,13752,738,12407
12943,Maluku,7316,110,6769
12944,Maluku Utara,4284,120,3621
12945,Nusa Tenggara Barat,9402,345,7402
12946,Nusa Tenggara Timur,12066,324,9386
12947,Papua,19204,246,10398
12948,Papua Barat,8171,132,7548
12949,Riau,33986,835,31930
12950,Sulawesi Barat,5359,112,5005
12951,Sulawesi Selatan,59284,906,56623
12952,Sulawesi Tengah,11045,292,9847
12953,Sulawesi Tenggara,10226,204,9552
12954,Sulawesi Utara,15310,499,12383
12955,Sumatera Barat,31124,679,29425
12956,Sumatera Selatan,17169,807,15286
12957,Sumatera Utara,26892,900,23505
12958,Aceh,9812,393,8037
12959,Bali,38905,1097,36057
12960,Banten,35863,949,33700
12961,Bengkulu,5332,154,4946
12962,DKI Jakarta,376862,6260,363891
12963,Daerah Istimewa Yogyakarta,32544,777,26483
12964,Gorontalo,5105,144,4782
12966,Jambi,6034,91,4921
12967,Jawa Barat,247365,3133,218726
12968,Jawa Tengah,167577,7394,123995
12969,Jawa Timur,138172,9768,125171
12970,Kalimantan Barat,5733,34,5066
12971,Kalimantan Selatan,26604,810,23284
12972,Kalimantan Tengah,16627,383,13715
12973,Kalimantan Timur,62733,1487,57624
12974,Kalimantan Utara,10972,168,9215
12975,Kepulauan Bangka Belitung,8975,142,8114
12976,Kepulauan Riau,9098,229,8622
12977,Lampung,13795,739,12460
12978,Maluku,7322,110,6781
12979,Maluku Utara,4293,120,3622
12980,Nusa Tenggara Barat,9419,345,7403
12981,Nusa Tenggara Timur,12109,324,9423
12982,Papua,19293,246,10403
12983,Papua Barat,8189,132,7603
12984,Riau,34155,835,32037
12985,Sulawesi Barat,5359,112,5051
12986,Sulawesi Selatan,59316,906,56809
12987,Sulawesi Tengah,11079,294,9882
12988,Sulawesi Tenggara,10232,204,9594
12989,Sulawesi Utara,15327,499,12389
12990,Sumatera Barat,31239,679,29471
12991,Sumatera Selatan,17258,824,15312
12992,Sumatera Utara,26971,901,23585
12993,Aceh,9833,395,8043
12994,Bali,39050,1105,36192
12995,Banten,36083,949,33771
12996,Bengkulu,5337,154,4946
12997,DKI Jakarta,378216,6278,364490
12998,Daerah Istimewa Yogyakarta,32684,788,26683
12999,Gorontalo,5113,145,4790
13001,Jambi,6079,92,4948
13002,Jawa Barat,247936,3235,220020
13003,Jawa Tengah,167718,7403,124082
13004,Jawa Timur,138447,9785,125623
13005,Kalimantan Barat,5799,34,5117
13006,Kalimantan Selatan,26871,814,23448
13007,Kalimantan Tengah,16810,383,13770
13008,Kalimantan Timur,62929,1490,57923
13009,Kalimantan Utara,10999,170,9233
13010,Kepulauan Bangka Belitung,9050,145,8167
13011,Kepulauan Riau,9123,229,8623
13012,Lampung,13843,743,12511
13013,Maluku,7337,110,6791
13014,Maluku Utara,4300,120,3627
13015,Nusa Tenggara Barat,9454,348,7409
13016,Nusa Tenggara Timur,12162,324,9479
13017,Papua,19414,246,10403
13018,Papua Barat,8233,132,7639
13019,Riau,34267,838,32112
13020,Sulawesi Barat,5360,112,5058
13021,Sulawesi Selatan,59350,906,56970
13022,Sulawesi Tengah,11092,294,9902
13023,Sulawesi Tenggara,10245,205,9594
13024,Sulawesi Utara,15346,499,12395
13025,Sumatera Barat,31349,680,29535
13026,Sumatera Selatan,17342,826,15328
13027,Sumatera Utara,27051,904,23661
13028,Aceh,9845,395,8062
13029,Bali,39171,1110,36318
13030,Banten,36162,949,33800
13031,Bengkulu,5364,154,4946
13032,DKI Jakarta,379686,6301,365665
13033,Daerah Istimewa Yogyakarta,32811,794,26862
13034,Gorontalo,5121,145,4790
13036,Jambi,6132,92,4960
13037,Jawa Barat,248511,3240,220758
13038,Jawa Tengah,167819,7404,124083
13039,Jawa Timur,138712,9804,125962
13040,Kalimantan Barat,5809,34,5180
13041,Kalimantan Selatan,27119,820,23644
13042,Kalimantan Tengah,16921,383,13810
13043,Kalimantan Timur,63093,1494,58289
13044,Kalimantan Utara,11058,170,9264
13045,Kepulauan Bangka Belitung,9144,147,8217
13046,Kepulauan Riau,9143,229,8631
13047,Lampung,13878,748,12558
13048,Maluku,7340,110,6812
13049,Maluku Utara,4304,120,3627
13050,Nusa Tenggara Barat,9460,348,7409
13051,Nusa Tenggara Timur,12182,324,9492
13052,Papua,19429,246,10418
13053,Papua Barat,8264,132,7679
13054,Riau,34392,839,32207
13055,Sulawesi Barat,5363,112,5060
13056,Sulawesi Selatan,59385,907,57109
13057,Sulawesi Tengah,11110,294,9960
13058,Sulawesi Tenggara,10249,205,9597
13059,Sulawesi Utara,15351,499,12399
13060,Sumatera Barat,31455,682,29663
13061,Sumatera Selatan,17443,831,15411
13062,Sumatera Utara,27120,906,23747
13063,Aceh,9853,396,8068
13064,Bali,39315,1118,36550
13065,Banten,36490,950,33890
13066,Bengkulu,5374,154,4988
13067,DKI Jakarta,380700,6323,366744
13068,Daerah Istimewa Yogyakarta,32917,800,27034
13069,Gorontalo,5123,145,4804
13071,Jambi,6178,94,4993
13072,Jawa Barat,249884,3248,221993
13073,Jawa Tengah,168209,7441,124953
13074,Jawa Timur,138963,9837,126766
13075,Kalimantan Barat,5809,34,5180
13076,Kalimantan Selatan,27394,826,23861
13077,Kalimantan Tengah,16993,383,13857
13078,Kalimantan Timur,63217,1497,58589
13079,Kalimantan Utara,11073,171,9270
13080,Kepulauan Bangka Belitung,9207,149,8271
13081,Kepulauan Riau,9154,229,8633
13082,Lampung,13939,749,12612
13083,Maluku,7340,110,6824
13084,Maluku Utara,4310,120,3661
13085,Nusa Tenggara Barat,9492,350,7421
13086,Nusa Tenggara Timur,12209,326,9990
13087,Papua,19479,247,10429
13088,Papua Barat,8275,132,7686
13089,Riau,34461,844,32312
13090,Sulawesi Barat,5364,112,5109
13091,Sulawesi Selatan,59431,907,57218
13092,Sulawesi Tengah,11136,294,10024
13093,Sulawesi Tenggara,10253,205,9613
13094,Sulawesi Utara,15353,499,12409
13095,Sumatera Barat,31496,683,29700
13096,Sumatera Selatan,17534,832,15481
13097,Sumatera Utara,27194,907,23825
13098,Aceh,9862,396,8068
13099,Bali,39484,1129,36722
13100,Banten,36809,951,33980
13101,Bengkulu,5426,154,5006
13102,DKI Jakarta,381084,6344,367831
13103,Daerah Istimewa Yogyakarta,33200,805,27272
13104,Gorontalo,5133,146,4828
13106,Jambi,6198,94,5008
13107,Jawa Barat,250774,3257,222951
13108,Jawa Tengah,168859,7458,126061
13109,Jawa Timur,139242,9870,127260
13110,Kalimantan Barat,5849,34,5237
13111,Kalimantan Selatan,27615,829,23943
13112,Kalimantan Tengah,17072,387,14011
13113,Kalimantan Timur,63463,1507,58868
13114,Kalimantan Utara,11107,171,9407
13115,Kepulauan Bangka Belitung,9296,152,8331
13116,Kepulauan Riau,9162,229,8671
13117,Lampung,13990,754,12683
13118,Maluku,7352,110,6832
13119,Maluku Utara,4322,120,3661
13120,Nusa Tenggara Barat,9552,354,7496
13121,Nusa Tenggara Timur,12325,330,10008
13122,Papua,19531,248,10464
13123,Papua Barat,8290,132,7705
13124,Riau,34593,846,32452
13125,Sulawesi Barat,5364,112,5116
13126,Sulawesi Selatan,59535,907,57332
13127,Sulawesi Tengah,11181,294,10034
13128,Sulawesi Tenggara,10260,205,9635
13129,Sulawesi Utara,15361,499,12442
13130,Sumatera Barat,31602,683,29713
13131,Sumatera Selatan,17625,834,15546
13132,Sumatera Utara,27263,909,23898
13133,Aceh,9892,396,8070
13134,Bali,39684,1133,36925
13135,Banten,37759,956,34681
13136,Bengkulu,5461,154,5023
13137,DKI Jakarta,382049,6344,368904
13138,Daerah Istimewa Yogyakarta,33472,809,27503
13139,Gorontalo,5141,146,4838
13141,Jambi,6225,94,5085
13142,Jawa Barat,251745,3264,223779
13143,Jawa Tengah,169356,7468,126718
13144,Jawa Timur,139543,9906,127533
13145,Kalimantan Barat,5902,34,5299
13146,Kalimantan Selatan,27882,833,24026
13147,Kalimantan Tengah,17240,387,14074
13148,Kalimantan Timur,63663,1510,59029
13149,Kalimantan Utara,11132,172,9415
13150,Kepulauan Bangka Belitung,9364,155,8421
13151,Kepulauan Riau,9185,229,8675
13152,Lampung,14019,756,12732
13153,Maluku,7352,110,6832
13154,Maluku Utara,4328,120,3666
13155,Nusa Tenggara Barat,9594,354,7508
13156,Nusa Tenggara Timur,12415,333,10278
13157,Papua,19589,248,10464
13158,Papua Barat,8309,133,7729
13159,Riau,34753,851,32596
13160,Sulawesi Barat,5365,113,5119
13161,Sulawesi Selatan,59629,907,57468
13162,Sulawesi Tengah,11221,294,10112
13163,Sulawesi Tenggara,10267,205,9637
13164,Sulawesi Utara,15365,499,12454
13165,Sumatera Barat,31728,684,29769
13166,Sumatera Selatan,17727,836,15587
13167,Sumatera Utara,27358,912,23988
13168,Aceh,9903,396,8071
13169,Bali,39856,1145,37120
13170,Banten,38664,968,35432
13171,Bengkulu,5484,154,5041
13172,DKI Jakarta,383386,6362,369892
13173,Daerah Istimewa Yogyakarta,33648,814,27783
13174,Gorontalo,5164,147,4840
13176,Jambi,6287,94,5101
13177,Jawa Barat,252759,3337,224869
13178,Jawa Tengah,170026,7482,127530
13179,Jawa Timur,139825,9929,127764
13180,Kalimantan Barat,5941,34,5345
13181,Kalimantan Selatan,28144,837,24284
13182,Kalimantan Tengah,17303,388,14140
13183,Kalimantan Timur,63877,1520,59229
13184,Kalimantan Utara,11154,174,9440
13185,Kepulauan Bangka Belitung,9464,157,8482
13186,Kepulauan Riau,9216,229,8693
13187,Lampung,14062,758,12770
13188,Maluku,7358,110,6842
13189,Maluku Utara,4331,120,3666
13190,Nusa Tenggara Barat,9609,356,7511
13191,Nusa Tenggara Timur,12501,335,10432
13192,Papua,19602,249,10489
13193,Papua Barat,8332,133,7757
13194,Riau,34952,857,32671
13195,Sulawesi Barat,5366,113,5123
13196,Sulawesi Selatan,59712,907,57627
13197,Sulawesi Tengah,11253,297,10175
13198,Sulawesi Tenggara,10273,205,9642
13199,Sulawesi Utara,15370,499,12465
13200,Sumatera Barat,31862,685,29845
13201,Sumatera Selatan,17860,841,15614
13202,Sumatera Utara,27423,914,24062
13203,Aceh,9912,396,8077
13204,Bali,40025,1148,37248
13205,Banten,39514,976,35796
13206,Bengkulu,5491,154,5056
13207,DKI Jakarta,384626,6369,371184
13208,Daerah Istimewa Yogyakarta,33902,817,27948
13209,Gorontalo,5174,147,4842
13211,Jambi,6329,94,5111
13212,Jawa Barat,253393,3341,225352
13213,Jawa Tengah,170261,7492,127668
13214,Jawa Timur,140099,9955,127993
13215,Kalimantan Barat,5994,34,5400
13216,Kalimantan Selatan,28427,842,24425
13217,Kalimantan Tengah,17407,388,14212
13218,Kalimantan Timur,64115,1525,59444
13219,Kalimantan Utara,11170,174,9478
13220,Kepulauan Bangka Belitung,9510,157,8546
13221,Kepulauan Riau,9248,230,8727
13222,Lampung,14134,762,12803
13223,Maluku,7370,110,6854
13224,Maluku Utara,4331,120,3666
13225,Nusa Tenggara Barat,9626,356,7519
13226,Nusa Tenggara Timur,12580,335,10439
13227,Papua,19654,249,10540
13228,Papua Barat,8362,133,7783
13229,Riau,35155,861,32803
13230,Sulawesi Barat,5369,113,5127
13231,Sulawesi Selatan,59731,907,57796
13232,Sulawesi Tengah,11271,297,10207
13233,Sulawesi Tenggara,10275,205,9643
13234,Sulawesi Utara,15375,500,12469
13235,Sumatera Barat,32012,689,29900
13236,Sumatera Selatan,17935,845,15647
13237,Sumatera Utara,27484,915,24144
13238,Aceh,9918,396,8083
13239,Bali,40166,1154,37469
13240,Banten,40424,987,35950
13241,Bengkulu,5497,154,5071
13242,DKI Jakarta,385724,6373,371784
13243,Daerah Istimewa Yogyakarta,34020,824,28179
13244,Gorontalo,5193,147,4845
13246,Jambi,6361,95,5137
13247,Jawa Barat,253854,3346,225937
13248,Jawa Tengah,170531,7495,127748
13249,Jawa Timur,140329,9976,128213
13250,Kalimantan Barat,6043,34,5467
13251,Kalimantan Selatan,28581,847,24645
13252,Kalimantan Tengah,17497,391,14242
13253,Kalimantan Timur,64253,1535,59617
13254,Kalimantan Utara,11232,175,9509
13255,Kepulauan Bangka Belitung,9593,158,8649
13256,Kepulauan Riau,9304,230,8770
13257,Lampung,14178,767,12873
13258,Maluku,7373,110,6859
13259,Maluku Utara,4331,120,3666
13260,Nusa Tenggara Barat,9647,356,7519
13261,Nusa Tenggara Timur,12610,337,10489
13262,Papua,19675,249,10572
13263,Papua Barat,8377,133,7822
13264,Riau,35271,865,32924
13265,Sulawesi Barat,5370,113,5127
13266,Sulawesi Selatan,59785,907,57913
13267,Sulawesi Tengah,11285,299,10228
13268,Sulawesi Tenggara,10275,205,9643
13269,Sulawesi Utara,15386,501,12473
13270,Sumatera Barat,32098,690,29992
13271,Sumatera Selatan,17974,846,15659
13272,Sumatera Utara,27548,918,24222
13273,Aceh,9922,396,8085
13274,Bali,40421,1159,37726
13275,Banten,43925,1164,41549
13276,Bengkulu,5535,154,5071
13277,DKI Jakarta,386460,6379,373383
13278,Daerah Istimewa Yogyakarta,34143,826,28362
13279,Gorontalo,5204,148,4852
13281,Jambi,6384,95,5154
13282,Jawa Barat,254204,3352,226255
13283,Jawa Tengah,170729,7541,127761
13284,Jawa Timur,140550,9996,128410
13285,Kalimantan Barat,6091,34,5517
13286,Kalimantan Selatan,28871,847,24903
13287,Kalimantan Tengah,17589,393,14284
13288,Kalimantan Timur,64407,1541,59835
13289,Kalimantan Utara,11275,175,9532
13290,Kepulauan Bangka Belitung,9653,160,8704
13291,Kepulauan Riau,9314,230,8770
13292,Lampung,14206,769,12900
13293,Maluku,7373,110,6872
13294,Maluku Utara,4331,120,3666
13295,Nusa Tenggara Barat,9666,357,7519
13296,Nusa Tenggara Timur,12642,340,10523
13297,Papua,19692,249,10590
13298,Papua Barat,8395,134,7835
13299,Riau,35488,871,33047
13300,Sulawesi Barat,5373,113,5127
13301,Sulawesi Selatan,59843,907,58070
13302,Sulawesi Tengah,11303,299,10241
13303,Sulawesi Tenggara,10283,205,9643
13304,Sulawesi Utara,15386,501,12478
13305,Sumatera Barat,32155,690,30029
13306,Sumatera Selatan,18015,846,15714
13307,Sumatera Utara,27621,919,24304
13308,Aceh,9933,397,8085
13309,Bali,40608,1165,37878
13310,Banten,44184,1164,41636
13311,Bengkulu,5549,157,5111
13312,DKI Jakarta,386983,6383,374570
13313,Daerah Istimewa Yogyakarta,34278,827,28589
13314,Gorontalo,5204,149,4863
13316,Jambi,6405,95,5169
13317,Jawa Barat,255127,3356,227078
13318,Jawa Tengah,171228,7592,129777
13319,Jawa Timur,140779,10026,128643
13320,Kalimantan Barat,6091,34,5517
13321,Kalimantan Selatan,29024,849,25116
13322,Kalimantan Tengah,17695,395,14426
13323,Kalimantan Timur,64497,1547,60119
13324,Kalimantan Utara,11282,176,9535
13325,Kepulauan Bangka Belitung,9755,162,8784
13326,Kepulauan Riau,9358,230,8775
13327,Lampung,14234,771,12941
13328,Maluku,7375,112,6881
13329,Maluku Utara,4332,120,3681
13330,Nusa Tenggara Barat,9698,359,7519
13331,Nusa Tenggara Timur,12642,342,10543
13332,Papua,19698,250,10636
13333,Papua Barat,8406,134,7868
13334,Riau,35573,879,33155
